headword,headword_clean,homonym,grammar,translation,source,raw
ХАР/А́,ХАР/А́,,,"Х (-хѝд, -хѝл, -хал) куст; кустарник; хархил цIурал нухIал дороги, заросшие кустарником; гIанкI хархилълъ бикъунчIчIон буго заяц спрятался в кустарнике;",Саидова 2019 — Андалальский диалект,"Х (-хѝд, -хѝл, -хал) куст; кустарник; хархил цIурал нухIал дороги, заросшие кустарником; гIанкI хархилълъ бикъунчIчIон буго заяц спрятался в кустарнике; куд., сал. хъере́ хъ, руг. хере́ х, хин. за́ з-херех; бух. за́ з-хъарахъ"
ХА́,ХА́,,,"РБА/Л (-з, -зул) мн. от хаба́ р",Саидова 2019 — Андалальский диалект,"РБА/Л (-з, -зул) мн. от хаба́ р"
ХАРБИ́Л,ХАРБИ́Л,,,род. п. от хаба́ р,Саидова 2019 — Андалальский диалект,род. п. от хаба́ р
ХАРЖ,ХАРЖ,,"(-алълъ, -алълъул, -ал)","1) расход, издержки, трата, затраты",Саидова 2019 — Андалальский диалект,"(-алълъ, -алълъул, -ал) 1) расход, издержки, трата, затраты; харж гьубуде потратиться, истратиться; бахIарал гьурун гIемер харж вана со свадьбой были большие расходы 2) жалованье, зарплата; харж щведе получить зарплату; харж кьеде выдать зарплату"
ХАРКIА́,ХАРКIА́,,,"С (-ид, -ил, -ал) 1) человек, лишившийся всего, что имел, банкрот 2) перен. нищий, оборвыш",Саидова 2019 — Андалальский диалект,"С (-ид, -ил, -ал) 1) человек, лишившийся всего, что имел, банкрот 2) перен. нищий, оборвыш"
ХАРКIА́,ХАРКIА́,,,"С/ДЕ (-лама, -ла, -лана, -ле) 1) обанкротиться 2) становиться, стать бедным",Саидова 2019 — Андалальский диалект,"С/ДЕ (-лама, -ла, -лана, -ле) 1) обанкротиться 2) становиться, стать бедным"
ХАРКIА́,ХАРКIА́,,,"СДУБ/УДЕ (-ума, -ула, -уна, -е) понуд. 1) способствовать банкротству 2) приводить, привести к бедности",Саидова 2019 — Андалальский диалект,"СДУБ/УДЕ (-ума, -ула, -уна, -е) понуд. 1) способствовать банкротству 2) приводить, привести к бедности"
ХАРКIА́,ХАРКIА́,,,"СЛИ 1. масд. гл. харкIа́ сде 2. (-ялълъ, -ялълъул) 1) банкротство 2) бедность",Саидова 2019 — Андалальский диалект,"СЛИ 1. масд. гл. харкIа́ сде 2. (-ялълъ, -ялълъул) 1) банкротство 2) бедность"
ХАРКIИ́1,ХАРКIИ́,1,"(-д, -дул, -би)","полено, отколотый кусок дерева  харкIи гIадин ккеде сильно похудеть, похудеть как щепка;",Саидова 2019 — Андалальский диалект,"(-д, -дул, -би) полено, отколотый кусок дерева  харкIи гIадин ккеде сильно похудеть, похудеть как щепка; суг. хваркIѝ, сал., куд. хъалхье́ н, руг. хехье́ н, бух. хъаркIѝ"
ХАРКIИ́2,ХАРКIИ́,2,"(-д, -дул)","слабак, хилый, тощий человек;",Саидова 2019 — Андалальский диалект,"(-д, -дул) слабак, хилый, тощий человек; суг. хIуркIу́"
ХАРКIУ́,ХАРКIУ́,,,С,Саидова 2019 — Андалальский диалект,"С суг. скряга, жмот"
ХА́,ХА́,,,"РХА/Л (-з, -зул) мн. от хара́ х",Саидова 2019 — Андалальский диалект,"РХА/Л (-з, -зул) мн. от хара́ х"
ХАРХИ́Л,ХАРХИ́Л,,,род. п. от хара́ х,Саидова 2019 — Андалальский диалект,род. п. от хара́ х
ХА́,ХА́,,,"РХЬ/ДЕ (-ама, -ла, -ана, -е) (рас)колоть; разрезать; хабах бакьасса хархьде тыкву разрезать, расколоть пополам;",Саидова 2019 — Андалальский диалект,"РХЬ/ДЕ (-ама, -ла, -ана, -е) (рас)колоть; разрезать; хабах бакьасса хархьде тыкву разрезать, расколоть пополам; бух., куд., сал. хъа́ лхьде, руг. ха́ лкIде, кд. ха́ лхьине, кег. хъва́ рхьде, суг. ка́ лхде"
ХА́,ХА́,,,"РХЬДУБ/УДЕ (-ума, -ла, -уна, -е) понуд. от ха́ рхьде",Саидова 2019 — Андалальский диалект,"РХЬДУБ/УДЕ (-ума, -ла, -уна, -е) понуд. от ха́ рхьде"
ХАРХЬЕ́,ХАРХЬЕ́,,,"Н (-алълъ, -алълъул, -ал) полено (расколотое), часть расколотого, разрезанного;",Саидова 2019 — Андалальский диалект,"Н (-алълъ, -алълъул, -ал) полено (расколотое), часть расколотого, разрезанного; хин. херхье́ н, руг. хехье́ н, кд. халхье́ н, бух. хъалхье́ н"
